441 Zenaida macroura (Mourning Dove),0
442 Vanellus miles (Masked Lapwing),-1
443 Larus occidentalis (Western Gull),-1
444 Trogon massena (Slaty-tailed Trogon),-1
445 Larus thayeri (Thayer's Gull),-1
446 Larus heermanni (Heermann's Gull),-1
447 Larus livens (Yellow-footed Gull),-1
448 Larus canus (Mew Gull),-1
449 Larus glaucoides (Iceland Gull),-1
450 Larus delawarensis (Ring-billed Gull),-1
451 Trogon collaris (Collared Trogon),-1
452 Zenaida asiatica (White-winged Dove),-1
453 Larus fuscus (Lesser Black-backed Gull),-1
454 Larus californicus (California Gull),-1
455 Prosthemadera novaeseelandiae (Tui),-1
456 Trogon elegans (Elegant Trogon),-1
457 Larus glaucescens (Glaucous-winged Gull),-1
458 Trogon citreolus (Citreoline Trogon),-1
459 Cepphus columba (Pigeon Guillemot),-1
460 Himantopus leucocephalus (Pied Stilt),-1
461 Cepphus grylle (Black Guillemot),-1
462 Anthornis melanura (New Zealand Bellbird),-1
463 Leptoptilos crumenifer (Marabou Stork),-1
464 Threskiornis moluccus (Australian Ibis),-1
465 Thraupis episcopus (Blue-gray Tanager),-1
466 Geranoaetus albicaudatus (White-tailed Hawk),-1
467 Sterna paradisaea (Arctic Tern),-1
468 Sterna hirundo (Common Tern),-1
469 Sterna forsteri (Forster's Tern),-1
470 Lanius excubitor (Northern Shrike),-1
471 Pharomachrus mocinno (Resplendent Quetzal),-1
472 Sterna striata (White-fronted Tern),-1
473 Stercorarius parasiticus (Parasitic Jaeger),-1
474 Stercorarius pomarinus (Pomarine Jaeger),-1
475 Anas gracilis (Grey Teal),-1
476 Rissa tridactyla (Black-legged Kittiwake),-1
477 Rynchops niger (Black Skimmer),-1
478 Alca torda (Razorbill),-1
479 Fratercula arctica (Atlantic Puffin),-1
480 Fratercula cirrhata (Tufted Puffin),-1
481 Turdus merula (Eurasian Blackbird),-1
482 Turdus plumbeus (Red-legged Thrush),-1
483 Turdus grayi (Clay-colored Thrush),-1
484 Turdus migratorius (American Robin),995
485 Turdus viscivorus (Mistle Thrush),-1
486 Cerorhinca monocerata (Rhinoceros Auklet),-1
487 Turdus philomelos (Song Thrush),-1
488 Galbula ruficauda (Rufous-tailed Jacamar),-1
489 Jacana spinosa (Northern Jacana),-1
490 Saxicola rubicola (European Stonechat),-1
491 Upupa epops (Common Hoopoe),-1
492 Euphagus carolinus (Rusty Blackbird),-1
493 Gavia pacifica (Pacific Loon),-1
494 Mimus gilvus (Tropical Mockingbird),-1
495 Passer italiae (Italian Sparrow),-1
496 Gavia immer (Common Loon),-1
497 Gavia stellata (Red-throated Loon),-1
498 Oenanthe oenanthe (Northern Wheatear),-1
499 Fregata magnificens (Magnificent Frigatebird),-1
500 Fregata minor (Great Frigatebird),-1
501 Falco subbuteo (Eurasian Hobby),-1
502 Falco mexicanus (Prairie Falcon),-1
503 Falco femoralis (Aplomado Falcon),-1
504 Falco peregrinus (Peregrine Falcon),-1
505 Falco rufigularis (Bat Falcon),-1
506 Falco sparverius (American Kestrel),-1
507 Strix varia (Barred Owl),-1
508 Falco columbarius (Merlin),-1
509 Gallinula chloropus (Eurasian Moorhen),-1
510 Cardellina pusilla (Wilson's Warbler),-1
511 Catharus ustulatus (Swainson's Thrush),-1
512 Falco novaeseelandiae (New Zealand Falcon),-1
513 Catharus guttatus (Hermit Thrush),-1
514 Catharus fuscescens (Veery),-1
515 Caracara cheriway (Crested Caracara),-1
516 Herpetotheres cachinnans (Laughing Falcon),-1
517 Calcarius lapponicus (Lapland Longspur),-1
518 Milvago chimachima (Yellow-headed Caracara),-1
519 Ciconia ciconia (White Stork),-1
520 Mycteria americana (Wood Stork),-1
521 Mycteria ibis (Yellow-billed Stork),-1
522 Sialia mexicana (Western Bluebird),-1
523 Ephippiorhynchus senegalensis (Saddle-billed Stork),-1
524 Cathartes aura (Turkey Vulture),-1
525 Myadestes townsendi (Townsend's Solitaire),-1
526 Cathartes burrovianus (Lesser Yellow-headed Vulture),-1
527 Sarcoramphus papa (King Vulture),-1
528 Coragyps atratus (Black Vulture),-1
529 Strix nebulosa (Great Gray Owl),-1
530 Anastomus lamelligerus (African Openbill),-1
